Recipe_ID,Dish Name,Original Ingredient,Category,Quantity,Unit (Original),Standardised Ingredient,Unit (Standardised)
290,Wild Mushroom Risotto,"0.25 tsp, Ground Black Pepper",Spices (Powder),0.25,tsp,Black Pepper,tsp
290,Wild Mushroom Risotto,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
290,Wild Mushroom Risotto,"5 cup, Vegetable Stock",Liquids,5,cup,Vegetable Stock,cup
291,Shalgam ki Subzi,"1 teaspoon, Vegetable Oil",Oils/Fats,1,teaspoon,"1 Teaspoon, Vegetable Oil",teaspoon
291,Shalgam ki Subzi,"21.60 go, Bio Yogurt Nature Coop",Dairy,21.6,go,"O, Bio Yogurt Nature Coop",go
291,Shalgam ki Subzi,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
291,Shalgam ki Subzi,"100 gram, Onion",Vegetables,100,g,"Ram, Onion",g
291,Shalgam ki Subzi,"1 tsp, Red Chili Powder",Spices (Powder),1,tsp,Red Chili Powder,tsp
291,Shalgam ki Subzi,"500 g, Turnip, cooked",Vegetables,500,g,"Turnip, Cooked",g
291,Shalgam ki Subzi,"4 clove , Garlic",Fresh Aromatics,4,clove,Garlic,clove
291,Shalgam ki Subzi,"4 pod whole, Black Cardamom Pod",Spices (Whole/Seeds),4,pod,"4 Pod Whole, Black Cardamom Pod",pod
291,Shalgam ki Subzi,"1 tsp, Tumeric",Other,1,tsp,Tumeric,tsp
291,Shalgam ki Subzi,"1 cup, Tomato",Vegetables,1,cup,Tomato,cup
291,Shalgam ki Subzi,"1 stick, Cinnamon Stick",Spices (Whole/Seeds),1,stick,"1 Stick, Cinnamon Stick",stick
291,Shalgam ki Subzi,"4 gram, Green Cardamom pods",Spices (Whole/Seeds),4,g,"Ram, Green Cardamom Pods",g
292,Roasted Eggplant Lasagna (sauce separate),"85 g, Lasagne All'uovo",Other,85,g,Lasagne All'uovo,g
292,Roasted Eggplant Lasagna (sauce separate),"1 tsp, Olive oil",Oils/Fats,1,tsp,Olive Oil,tsp
292,Roasted Eggplant Lasagna (sauce separate),"700 g, Aubergine",Vegetables,700,g,Aubergine,g
292,Roasted Eggplant Lasagna (sauce separate),"50 g, Parmigiano Reggiano Parmasan Cheese",Dairy,50,g,Parmigiano Reggiano Parmasan Cheese,g
292,Roasted Eggplant Lasagna (sauce separate),"250 g, Swiss Chard, cooked",Vegetables,250,g,"Swiss Chard, Cooked",g
292,Roasted Eggplant Lasagna (sauce separate),"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
292,Roasted Eggplant Lasagna (sauce separate),"150.00 g, Mozzarella",Dairy,150,g,Mozzarella,g
293,Kumhare ki Subzi,"2 chilli, Fresh Green Chillies",Other,2,chilli,Fresh Green Chillies,Whole
293,Kumhare ki Subzi,"2 tsp(s), amchoor powder",Spices (Powder),2,tsp,Amchoor Powder,tsp
293,Kumhare ki Subzi,"1 tsp, whole, Cumin Seed",Spices (Whole/Seeds),1,tsp,"Whole, Cumin Seed",tsp
293,Kumhare ki Subzi,"2 tsp(s), Coriander Powder",Spices (Powder),2,tsp,Coriander Powder,tsp
293,Kumhare ki Subzi,"2 teaspoon, Vegetable Oil",Oils/Fats,2,teaspoon,"2 Teaspoon, Vegetable Oil",teaspoon
293,Kumhare ki Subzi,"1 tsp, Fenugreek Seed",Spices (Whole/Seeds),1,tsp,Fenugreek Seed,tsp
293,Kumhare ki Subzi,"0.25 tsp(s), Chilli Powder (Spice)",Spices (Powder),0.25,tsp,Chilli Powder,tsp
293,Kumhare ki Subzi,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
293,Kumhare ki Subzi,"500 g, Hokkaido Pumpkin",Vegetables,500,g,Hokkaido Pumpkin,g
293,Kumhare ki Subzi,"2 teaspoon, Sugar",Salt/Seasonings,2,teaspoon,"2 Teaspoon, Sugar",teaspoon
293,Kumhare ki Subzi,"0.50 tsp, Turmeric",Spices (Powder),0.5,tsp,Turmeric,tsp
294,Veg Ramen (autumn),"160 g, Trimmed Green Beans",Vegetables,160,g,Trimmed Green Beans,g
294,Veg Ramen (autumn),"126 g, Baby Onion",Vegetables,126,g,Baby Onion,g
294,Veg Ramen (autumn),"164 g, Raw",Other,164,g,Raw,g
294,Veg Ramen (autumn),"30 g, Hazelnuts",Nuts/Coconut,30,g,Hazelnuts,g
294,Veg Ramen (autumn),"296.99 g, Brussels Sprouts",Other,296.99,g,Brussels Sprouts,g
294,Veg Ramen (autumn),"10 ml, 100% Rapeseed Oil",Oils/Fats,10,ml,Rapeseed Oil,ml
295,Homemade Vegetable stock,"2 leaf, Bay Leaf",Spices (Whole/Seeds),2,leaf,"Eaf, Bay Leaf",leaf
295,Homemade Vegetable stock,"1 gram, whole black pepper corns",Spices (Whole/Seeds),1,g,"Ram, Whole Black Pepper Corns",g
295,Homemade Vegetable stock,"1 teaspoon, Salt",Salt/Seasonings,1,teaspoon,"1 Teaspoon, Salt",teaspoon
295,Homemade Vegetable stock,"200 gram, Onion",Vegetables,200,g,"Ram, Onion",g
295,Homemade Vegetable stock,"22 grams, dried mushrooms",Vegetables,22,g,"Rams, Dried Mushrooms",g
295,Homemade Vegetable stock,"20.00 g (1 cup), Raw",Other,20,g (1 cup),Raw,g (1 cup)
295,Homemade Vegetable stock,"5 sticks, Celery",Vegetables,5,sticks,"5 Sticks, Celery",sticks
295,Homemade Vegetable stock,"10 cup (8 fl oz), Water",Liquids,10,cup (8 fl oz),Water,cup (8 fl oz)
295,Homemade Vegetable stock,"0.50 cup, chopped, Carrots",Vegetables,0.5,cup,"Chopped, Carrots",cup
296,Khatta Dhokla Recipe,"30 ml, Olivenöl",Fruits,30,ml,Olivenöl,ml
296,Khatta Dhokla Recipe,"0.15 teaspoon, Asafoetida",Other,0.15,teaspoon,"0.15 Teaspoon, Asafoetida",teaspoon
296,Khatta Dhokla Recipe,"200 g, Khatta Dhokla",Grains/Flour,200,g,Khatta Dhokla,g
296,Khatta Dhokla Recipe,"240 milliliter, Water",Liquids,240,milliliter,Water,milliliter
296,Khatta Dhokla Recipe,"10 g, Rapsplus - Rapsoel",Other,10,g,Rapsplus - Rapsoel,g
296,Khatta Dhokla Recipe,"2 tablespoon, Coriander, leaves and stems",Other,2,tablespoon,"2 Tablespoon, Coriander, Leaves And Stems",tablespoon
296,Khatta Dhokla Recipe,"0.50 tsp, Mustard Seed",Spices (Whole/Seeds),0.5,tsp,Mustard Seed,tsp
296,Khatta Dhokla Recipe,"100 g, Yoghurt Nature",Dairy,100,g,Yoghurt Nature,g
296,Khatta Dhokla Recipe,"2 Gramm, Asafoetida",Other,2,gm,"Ramm, Asafoetida",gm
296,Khatta Dhokla Recipe,"0.15 teaspoon, Asafoetida",Other,0.15,teaspoon,"0.15 Teaspoon, Asafoetida",teaspoon
296,Khatta Dhokla Recipe,"1 chilli, Fresh Green Chillies",Other,1,chilli,Fresh Green Chillies,Whole
296,Khatta Dhokla Recipe,"0.15 teaspoon, Asafoetida",Other,0.15,teaspoon,"0.15 Teaspoon, Asafoetida",teaspoon
296,Khatta Dhokla Recipe,"0.15 teaspoon, Asafoetida",Other,0.15,teaspoon,"0.15 Teaspoon, Asafoetida",teaspoon
296,Khatta Dhokla Recipe,"10 g, Curry leaves, fresh",Fresh Aromatics,10,g,"Curry Leaves, Fresh",g
297,Vegetable lasagne - gordon ramsay,"40 g, Butter",Oils/Fats,40,g,Butter,g
297,Vegetable lasagne - gordon ramsay,"35 g, Plain Flour",Grains/Flour,35,g,Plain Flour,g
297,Vegetable lasagne - gordon ramsay,"400 g, Canned Chopped Tomatoes",Vegetables,400,g,Chopped Tomatoes,g
297,Vegetable lasagne - gordon ramsay,"600 ml(s), Vegetable Stock",Liquids,600,ml,Vegetable Stock,ml
297,Vegetable lasagne - gordon ramsay,"100 g, Aubergine*",Vegetables,100,g,Aubergine,g
297,Vegetable lasagne - gordon ramsay,"1 tbsp, Salt and Pepper",Vegetables,1,tbsp,Salt And Pepper,tbsp
297,Vegetable lasagne - gordon ramsay,"300 g, Butternut Squash",Oils/Fats,300,g,Butternut Squash,g
297,Vegetable lasagne - gordon ramsay,"600.00 milliliter, Milk, Almond",Dairy,600,milliliter,"Milk, Almond",milliliter
297,Vegetable lasagne - gordon ramsay,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
297,Vegetable lasagne - gordon ramsay,"125 g, Cheddar cheese",Dairy,125,g,Cheddar Cheese,g
297,Vegetable lasagne - gordon ramsay,"556 g, Fresh Courgette",Vegetables,556,g,Courgette,g
297,Vegetable lasagne - gordon ramsay,"450 g cooked (1 piece), Lasagne Original Pre-Cooked",Other,450,g,"Cooked , Lasagne Original Pre-cooked",g
297,Vegetable lasagne - gordon ramsay,"1 tbsp, Olive Oil",Oils/Fats,1,tbsp,Olive Oil,tbsp
297,Vegetable lasagne - gordon ramsay,"4 tbsp, Tomato Paste",Vegetables,4,tbsp,Tomato Paste,tbsp
297,Vegetable lasagne - gordon ramsay,"0.55 cup, Onions",Vegetables,0.55,cup,Onions,cup
297,Vegetable lasagne - gordon ramsay,"0.50 tsp, Mustard",Salt/Seasonings,0.5,tsp,Mustard,tsp
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"2.50 g, Chaat Masala",Spices (Powder),2.5,g,Chaat Masala,g
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"1 medium , Tomato",Vegetables,1,medium,Tomato,medium
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"1 tbsp, Cilantro",Fresh Aromatics,1,tbsp,Fresh Coriander,tbsp
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"1 tsp, Lime juice",Citrus/Acid,1,tsp,Lime Juice,tsp
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"1 pepper, Red Chili Pepper",Vegetables,1,pepper,"1 Pepper, Red Chili Pepper",pepper
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"0.50 cup, Unsalted Peanuts",Vegetables,0.5,cup,Peanuts,cup
298,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,"0.50 medium, Red Onion",Vegetables,0.5,medium,Red Onion,medium
299,Veg Ramen (spring),"75 Gramm, Schweizer Erbsen",Other,75,gm,"Ramm, Schweizer Erbsen",gm
299,Veg Ramen (spring),"9 g, Almond flakes",Nuts/Coconut,9,g,Almond Flakes,g
299,Veg Ramen (spring),"110.00 g, Frozen Broad Beans",Vegetables,110,g,Broad Beans,g
299,Veg Ramen (spring),"155 g, Asparagus, steamed",Vegetables,155,g,"Asparagus, Steamed",g
300,Stuffed Pasta Shells Stuffing,"1 Egg, 1 Full Egg",Dairy,1,egg,"1 Egg, 1 Full Egg",egg
300,Stuffed Pasta Shells Stuffing,"1 tsp - 5 g, Fine Sea Salt",Salt/Seasonings,1,tsp,"- 5 G, Fine Sea Salt",tsp
300,Stuffed Pasta Shells Stuffing,"150 gramme, galbani",Other,150,gme,"Ramme, Galbani",gme
300,Stuffed Pasta Shells Stuffing,"425 gr, Ricotta",Dairy,425,gr,"R, Ricotta",gr
300,Stuffed Pasta Shells Stuffing,"0.25 teaspoon, Salt",Salt/Seasonings,0.25,teaspoon,"0.25 Teaspoon, Salt",teaspoon
300,Stuffed Pasta Shells Stuffing,"5 g, Chives, fresh",Fresh Aromatics,5,g,"Chives, Fresh",g
301,Fritatta - Leek & Asparagus,"125 gram, Leek",Vegetables,125,g,"Ram, Leek",g
301,Fritatta - Leek & Asparagus,"2.97 oz, Fresh Asparagus",Vegetables,84.2,g,Asparagus,g
301,Fritatta - Leek & Asparagus,"4 g, Coriander leaves, fresh",Fresh Aromatics,4,g,"Coriander Leaves, Fresh",g
301,Fritatta - Leek & Asparagus,"0.25 tsp, ground, Black pepper",Spices (Powder),0.25,tsp,"Ground, Black Pepper",tsp
301,Fritatta - Leek & Asparagus,"40 g (1 cup), Scallion",Fresh Aromatics,40,g (1 cup),Scallion,g (1 cup)
301,Fritatta - Leek & Asparagus,"1 gm, Chilli Flakes",Other,1,g,"M, Chilli Flakes",g
301,Fritatta - Leek & Asparagus,"2 large, Egg",Dairy,2,large,"Arge, Egg",large
301,Fritatta - Leek & Asparagus,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
301,Fritatta - Leek & Asparagus,"1 clove , Garlic",Fresh Aromatics,1,clove,Garlic,clove
301,Fritatta - Leek & Asparagus,"20 gram, Baby Spinach",Vegetables,20,g,"Ram, Baby Spinach",g
302,Tempeh Curry,"2 tbsp, Extra Virgin Olive Oil",Oils/Fats,2,tbsp,Extra Virgin Olive Oil,tbsp
302,Tempeh Curry,"15 g, Cilantro",Fresh Aromatics,15,g,Fresh Coriander,g
302,Tempeh Curry,"8.15 cup, Potato 100g",Vegetables,8.15,cup,Potato 100g,cup
302,Tempeh Curry,"400 Gramm, Pomodori Triturati",Other,400,gm,"Ramm, Pomodori Triturati",gm
302,Tempeh Curry,"0.75 cup (8 fl oz), Water",Liquids,0.75,cup (8 fl oz),Water,cup (8 fl oz)
302,Tempeh Curry,"0.50 tsp, Cayenne Pepper",Spices (Powder),0.5,tsp,Cayenne Pepper,tsp
302,Tempeh Curry,"1 tsp, Sea Salt",Salt/Seasonings,1,tsp,Sea Salt,tsp
302,Tempeh Curry,"180 gram, Yellow onion",Vegetables,180,g,"Ram, Yellow Onion",g
302,Tempeh Curry,"1 tsp, Curry powder",Spices (Powder),1,tsp,Curry Powder,tsp
302,Tempeh Curry,"200 Gramm, Soja Tempeh Gyros Gewürz",Legumes/Dals,200,gm,"Ramm, Soja Tempeh Gyros Gewürz",gm
302,Tempeh Curry,"0.25 tsp, Turmeric",Spices (Powder),0.25,tsp,Turmeric,tsp
302,Tempeh Curry,"15 ml, Vollrahm UHT",Other,15,ml,Vollrahm Uht,ml
302,Tempeh Curry,"1 tsp, whole, Cumin Seed",Spices (Whole/Seeds),1,tsp,"Whole, Cumin Seed",tsp
302,Tempeh Curry,"10 g, Butter",Oils/Fats,10,g,Butter,g
303,Basic Breakfast Porridge,"0.25 tsp, Cinnamon, ground",Spices (Powder),0.25,tsp,"Cinnamon, Ground",tsp
303,Basic Breakfast Porridge,"50 Gramm, Haferflöckli",Other,50,gm,"Ramm, Haferflöckli",gm
303,Basic Breakfast Porridge,"0.12 liter, Tap Water",Liquids,0.12,liter,"Iter, Tap Water",liter
303,Basic Breakfast Porridge,"0.30 grams, Pinch",Other,0.3,g,"Rams, Pinch",g
304,Doctor's Daily Bread,"400 milliliter, Water",Liquids,400,milliliter,Water,milliliter
304,Doctor's Daily Bread,"20 gram, Chia seeds",Spices (Whole/Seeds),20,g,"Ram, Chia Seeds",g
304,Doctor's Daily Bread,"2 tbsp, Extra Virgin Olive Oil",Oils/Fats,2,tbsp,Extra Virgin Olive Oil,tbsp
304,Doctor's Daily Bread,"150 g, Bio Campiuns Schweizer Haferflöckli",Other,150,g,Bio Campiuns Schweizer Haferflöckli,g
304,Doctor's Daily Bread,"100 g, Instant Yeast",Other,100,g,Instant Yeast,g
304,Doctor's Daily Bread,"150 Gramm, Nussmischung",Other,150,gm,"Ramm, Nussmischung",gm
304,Doctor's Daily Bread,"1.50 tsp, Salt",Salt/Seasonings,1.5,tsp,Salt,tsp
304,Doctor's Daily Bread,"35 gram(s), Psyllium Husk Powder",Spices (Powder),35,g,"Ram, Psyllium Husk Powder",g
304,Doctor's Daily Bread,"150 g, Mixed Seeds (Kernen Mix)",Spices (Whole/Seeds),150,g,Mixed Seeds,g
305,Sweet Potato Enchiladas,"756 gram, Sweet Potato - Large",Vegetables,756,g,"Ram, Sweet Potato - Large",g
305,Sweet Potato Enchiladas,"25 g, Corriander",Other,25,g,Corriander,g
305,Sweet Potato Enchiladas,"0.50 tsp, Ground Allspice *updated*",Spices (Powder),0.5,tsp,Allspice *updated*,tsp
305,Sweet Potato Enchiladas,"0.50 tsp (2 g), Generic",Other,0.5,tsp (2 g),Generic,tsp (2 g)
305,Sweet Potato Enchiladas,"0.50 tbsp, ground, Black pepper",Spices (Powder),0.5,tbsp,"Ground, Black Pepper",tbsp
305,Sweet Potato Enchiladas,"1 medium lime, 1 Whole Lime",Spices (Whole/Seeds),1,medium,"Lime, 1 Whole Lime",medium
305,Sweet Potato Enchiladas,"982 gram, Capsicum",Vegetables,982,g,"Ram, Capsicum",g
305,Sweet Potato Enchiladas,"1 tbsp, Cumin Powder",Spices (Powder),1,tbsp,Cumin Powder,tbsp
305,Sweet Potato Enchiladas,"1 container (400 gs ea.), Tinned Chopped Tomatoes",Vegetables,1,container (400 gs ea.),"1 Container , Tinned Chopped Tomatoes",container (400 gs ea.)
305,Sweet Potato Enchiladas,"154 g, Red onion",Vegetables,154,g,Red Onion,g
305,Sweet Potato Enchiladas,"26 g, Garlic",Fresh Aromatics,26,g,Garlic,g
305,Sweet Potato Enchiladas,"100 Gramm, manchego curado",Legumes/Dals,100,gm,"Ramm, Manchego Curado",gm
305,Sweet Potato Enchiladas,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
305,Sweet Potato Enchiladas,"1 tsp, unpacked, Brown sugar",Salt/Seasonings,1,tsp,"Unpacked, Brown Sugar",tsp
305,Sweet Potato Enchiladas,"2.30 tablespoon, Extra Virgin Olive Oil",Oils/Fats,2.3,tablespoon,Extra Virgin Olive Oil,tbsp
305,Sweet Potato Enchiladas,"2.50 g (1 tsp), Tabasco Chipotle",Salt/Seasonings,2.5,g (1 tsp),Tabasco Chipotle,g (1 tsp)
305,Sweet Potato Enchiladas,"250 g, Schwarze Bohnen",Other,250,g,Schwarze Bohnen,g
306,Gigli with chickpeas and za'atar,"2 tbsp, Olive Oil",Oils/Fats,2,tbsp,Olive Oil,tbsp
306,Gigli with chickpeas and za'atar,"100 g, Onion",Vegetables,100,g,Onion,g
306,Gigli with chickpeas and za'atar,"4 Tbsp, Lemon Juice",Citrus/Acid,4,tbsp,Lemon Juice,tbsp
306,Gigli with chickpeas and za'atar,"400 ml(s), Vegetable Stock",Liquids,400,ml,Vegetable Stock,ml
306,Gigli with chickpeas and za'atar,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
306,Gigli with chickpeas and za'atar,"200 g (dry weight), Gigli Pasta",Grains/Flour,200,g (dry weight),Gigli Pasta,g (dry weight)
306,Gigli with chickpeas and za'atar,"1 Tsp (5 ml), Soft Brown Sugar",Salt/Seasonings,1,tsp (5 ml),Soft Brown Sugar,tsp (5 ml)
306,Gigli with chickpeas and za'atar,"2 tsp, Ground Cumin",Spices (Powder),2,tsp,Cumin,tsp
306,Gigli with chickpeas and za'atar,"250 g, Chickpeas (dried)",Vegetables,250,g,Chickpeas,g
306,Gigli with chickpeas and za'atar,"5.50 tsp(s), Za'atar",Other,5.5,tsp,Za'atar,tsp
306,Gigli with chickpeas and za'atar,"2 tsp., Thyme Leaves",Fresh Aromatics,2,tsp,Thyme Leaves,tsp
307,Spicy Courgette Curry,"2 tsp, Salt",Salt/Seasonings,2,tsp,Salt,tsp
307,Spicy Courgette Curry,"220.00 gramme, Skyr",Other,220,gme,"Ramme, Skyr",gme
307,Spicy Courgette Curry,"1 tsp, Cumin seed",Spices (Whole/Seeds),1,tsp,Cumin Seed,tsp
307,Spicy Courgette Curry,"0.25 tsp, Turmeric",Spices (Powder),0.25,tsp,Turmeric,tsp
307,Spicy Courgette Curry,"1 tsp, Coriander - Ground",Spices (Powder),1,tsp,Coriander - Ground,tsp
307,Spicy Courgette Curry,"0.50 tsp, ground, Black pepper",Spices (Powder),0.5,tsp,"Ground, Black Pepper",tsp
307,Spicy Courgette Curry,"0.50 cup, Cilantro",Fresh Aromatics,0.5,cup,Fresh Coriander,cup
307,Spicy Courgette Curry,"4 clove , Garlic",Fresh Aromatics,4,clove,Garlic,clove
307,Spicy Courgette Curry,"0.25 tsp, Cayenne Pepper",Spices (Powder),0.25,tsp,Cayenne Pepper,tsp
307,Spicy Courgette Curry,"742 gram, Fresh Courgette",Vegetables,742,g,"Ram, Fresh Courgette",g
307,Spicy Courgette Curry,"0.50 teaspoon, Garam Masala",Spices (Powder),0.5,teaspoon,"0.50 Teaspoon, Garam Masala",teaspoon
307,Spicy Courgette Curry,"1 teaspoon, Ginger, raw",Fresh Aromatics,1,teaspoon,Fresh Ginger,teaspoon
307,Spicy Courgette Curry,"417 gms, Tomato Fresh",Vegetables,417,gs,"Ms, Tomato Fresh",gs
307,Spicy Courgette Curry,"105 gram, Onion",Vegetables,105,g,"Ram, Onion",g
307,Spicy Courgette Curry,"0.50 tablespoon, Coconut oil",Oils/Fats,0.5,tablespoon,"0.50 Tablespoon, Coconut Oil",tablespoon
307,Spicy Courgette Curry,"28 g, Coconut (Frozen Shredded)",Nuts/Coconut,28,g,Coconut,g
308,Flapjacks,"1 large, Egg",Dairy,1,large,"Arge, Egg",large
308,Flapjacks,"100 g, Black Treacle",Other,100,g,Black Treacle,g
308,Flapjacks,"248 Gramm, Haferflöckli",Other,248,gm,"Ramm, Haferflöckli",gm
308,Flapjacks,"0.25 tsp, Olive oil",Oils/Fats,0.25,tsp,Olive Oil,tsp
308,Flapjacks,"100 g, Butter",Oils/Fats,100,g,Butter,g
308,Flapjacks,"40 g, Datteln",Other,40,g,Datteln,g
308,Flapjacks,"0.25 cup, Raisins",Fruits,0.25,cup,Raisins,cup
308,Flapjacks,"50 g, Migros Nuss Kern Mix",Other,50,g,Migros Nuss Kern Mix,g
309,Quinoa Pepper Casserole,"2 tsp, Lime juice",Citrus/Acid,2,tsp,Lime Juice,tsp
309,Quinoa Pepper Casserole,"0.50 teaspoon, Cumin, ground",Spices (Powder),0.5,teaspoon,"0.50 Teaspoon, Cumin, Ground",teaspoon
309,Quinoa Pepper Casserole,"0.25 tsp, Coriander - Ground",Spices (Powder),0.25,tsp,Coriander - Ground,tsp
309,Quinoa Pepper Casserole,"0.50 teaspoon, Garlic powder",Spices (Powder),0.5,teaspoon,"0.50 Teaspoon, Garlic Powder",teaspoon
309,Quinoa Pepper Casserole,"2 tsp, Olive oil",Oils/Fats,2,tsp,Olive Oil,tsp
309,Quinoa Pepper Casserole,"0.50 cup (8 fl oz), Water",Liquids,0.5,cup (8 fl oz),Water,cup (8 fl oz)
309,Quinoa Pepper Casserole,"3 clove , Garlic",Fresh Aromatics,3,clove,Garlic,clove
309,Quinoa Pepper Casserole,"135 gram, Corn Kernels",Vegetables,135,g,"Ram, Corn Kernels",g
309,Quinoa Pepper Casserole,"0.25 cup(s), Cilantro",Fresh Aromatics,0.25,cup,Fresh Coriander,cup
309,Quinoa Pepper Casserole,"0.50 tsp, Onion powder",Spices (Powder),0.5,tsp,Onion Powder,tsp
309,Quinoa Pepper Casserole,"0.12 teaspoon, Spices, turmeric, ground",Spices (Powder),0.12,teaspoon,"0.12 Teaspoon, Spices, Turmeric, Ground",teaspoon
309,Quinoa Pepper Casserole,"0.50 tsp, Paprika",Spices (Powder),0.5,tsp,Paprika,tsp
309,Quinoa Pepper Casserole,"725 g, Bell pepper",Vegetables,725,g,Bell Pepper,g
309,Quinoa Pepper Casserole,"0.25 tsp, ground, Ground black pepper",Spices (Powder),0.25,tsp,"Ground, Ground Black Pepper",tsp
309,Quinoa Pepper Casserole,"1 teaspoon, Cumin, ground",Spices (Powder),1,teaspoon,"1 Teaspoon, Cumin, Ground",teaspoon
309,Quinoa Pepper Casserole,"1 tsp, Cumin, ground",Spices (Powder),1,tsp,"Cumin, Ground",tsp
309,Quinoa Pepper Casserole,"1 tsp, Coriander - Ground",Spices (Powder),1,tsp,Coriander - Ground,tsp
309,Quinoa Pepper Casserole,"100 g, Black beans, dried",Vegetables,100,g,"Black Beans, Dried",g
309,Quinoa Pepper Casserole,"1 tsp, Paprika",Spices (Powder),1,tsp,Paprika,tsp
309,Quinoa Pepper Casserole,"1 tbsp, Olive oil",Oils/Fats,1,tbsp,Olive Oil,tbsp
309,Quinoa Pepper Casserole,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
309,Quinoa Pepper Casserole,"1 tsp, Chili powder",Spices (Powder),1,tsp,Chili Powder,tsp
309,Quinoa Pepper Casserole,"0.25 tsp, ground, Black pepper",Spices (Powder),0.25,tsp,"Ground, Black Pepper",tsp
309,Quinoa Pepper Casserole,"5 clove , Garlic",Fresh Aromatics,5,clove,Garlic,clove
309,Quinoa Pepper Casserole,"80 gram, Red onion",Vegetables,80,g,"Ram, Red Onion",g
309,Quinoa Pepper Casserole,"10 ml, Sweet Chili süss-scharf sauce",Other,10,ml,Sweet Chili Süss-scharf Sauce,ml
309,Quinoa Pepper Casserole,"190 gram(s), Cherry Tomato",Vegetables,190,g,"Ram, Cherry Tomato",g
309,Quinoa Pepper Casserole,"335 gram, Tomato",Vegetables,335,g,"Ram, Tomato",g
309,Quinoa Pepper Casserole,"2 cup, Vegetable Stock",Liquids,2,cup,Vegetable Stock,cup
309,Quinoa Pepper Casserole,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
309,Quinoa Pepper Casserole,"2 tablespoon, Tomato paste",Vegetables,2,tablespoon,"2 Tablespoon, Tomato Paste",tablespoon
309,Quinoa Pepper Casserole,"135 g, Quinoa, uncooked",Grains/Flour,135,g,"Quinoa, Uncooked",g
309,Quinoa Pepper Casserole,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
309,Quinoa Pepper Casserole,"70 Gramm, Sonnenblumenkerne BIO",Other,70,gm,"Ramm, Sonnenblumenkerne Bio",gm
309,Quinoa Pepper Casserole,"1 tsp, Lime juice",Citrus/Acid,1,tsp,Lime Juice,tsp
309,Quinoa Pepper Casserole,"1.50 tbsp, Nutritional yeast",Nuts/Coconut,1.5,tbsp,Nutritional Yeast,tbsp
309,Quinoa Pepper Casserole,"80 gram, Red onion",Vegetables,80,g,"Ram, Red Onion",g
310,Spinach Feta Loaf,"2 large, Egg",Dairy,2,large,"Arge, Egg",large
310,Spinach Feta Loaf,"250 gram, Cottage Cheese Nature",Dairy,250,g,"Ram, Cottage Cheese Nature",g
310,Spinach Feta Loaf,"132 g or 1/4 cup, Chakli Atta",Grains/Flour,132,g,"Or 1/4 Cup, Chakli Atta",g
310,Spinach Feta Loaf,"300 gram, Spinach, raw, fresh",Vegetables,300,g,"Ram, Spinach, Raw, Fresh",g
310,Spinach Feta Loaf,"133 gramme, Kefir nature",Dairy,133,gme,"Ramme, Kefir Nature",gme
310,Spinach Feta Loaf,"1 medium, Red onion",Vegetables,1,medium,Red Onion,medium
310,Spinach Feta Loaf,"20 g, Pumpkin seeds",Spices (Whole/Seeds),20,g,Pumpkin Seeds,g
310,Spinach Feta Loaf,"100 Gramm, feta",Dairy,100,gm,"Ramm, Feta",gm
311,Ginger cake,"8 g, Sugar",Salt/Seasonings,8,g,Sugar,g
311,Ginger cake,"0.12 tsp, Ground Flax",Spices (Powder),0.12,tsp,Flax,tsp
311,Ginger cake,"0.12 tsp, Baking powder",Spices (Powder),0.12,tsp,Baking Powder,tsp
311,Ginger cake,"0.12 teaspoon, Spices, nutmeg, ground",Spices (Powder),0.12,teaspoon,"0.12 Teaspoon, Spices, Nutmeg, Ground",teaspoon
311,Ginger cake,"0.12 tsp, Ground Allspice",Spices (Powder),0.12,tsp,Allspice,tsp
311,Ginger cake,"0.12 tsp, Cinnamon, ground",Spices (Powder),0.12,tsp,"Cinnamon, Ground",tsp
311,Ginger cake,"0.25 tsp, Ground ginger",Spices (Powder),0.25,tsp,Ginger,tsp
311,Ginger cake,"50 g, Almond Flour",Grains/Flour,50,g,Almond Flour,g
